"chr","start","end","methodname"
"chr5",110062343,110062837,"mCSEA"
"chr1",153283161,153283994,"mCSEA"
"chr1",10489288,10490236,"mCSEA"
"chr21",37535372,37536923,"mCSEA"
"chr12",125810688,125811164,"mCSEA"
"chr17",72580458,72581014,"mCSEA"
"chr10",104211296,104211749,"mCSEA"
"chr13",39564046,39566053,"mCSEA"
"chr1",20306641,20308066,"mCSEA"
"chr17",42092187,42092631,"mCSEA"
"chr6",136871667,136872552,"mCSEA"
"chr5",40753194,40756846,"mCSEA"
"chr5",101834365,101835664,"mCSEA"
"chr17",32611290,32612799,"mCSEA"
"chr6",161086715,161088755,"mCSEA"
"chr1",248004886,248005719,"mCSEA"
"chr6",132890602,132891505,"mCSEA"
"chr11",67210130,67211717,"mCSEA"
"chr20",44168184,44168796,"mCSEA"
"chr6",31539539,31540461,"mCSEA"
"chr15",25329168,25330370,"mCSEA"
"chr11",57157508,57158970,"mCSEA"
"chr12",29650574,29651041,"mCSEA"
"chr4",118005533,118007342,"mCSEA"
"chr15",25298853,25310121,"mCSEA"
"chr19",51302454,51308101,"mCSEA"
"chr4",40444001,40633269,"mCSEA"
"chr10",90611604,90612228,"mCSEA"
"chr1",1217103,1217664,"mCSEA"
"chr11",7984973,7985764,"mCSEA"
"chr6",18122719,18123232,"mCSEA"
"chr18",44098826,44237801,"mCSEA"
"chr15",34502418,34502993,"mCSEA"
"chr1",175376801,175713219,"mCSEA"
"chr1",173834831,173836307,"mCSEA"
"chr13",24735754,24736518,"mCSEA"
"chr5",149669368,149669813,"mCSEA"
"chr1",220958670,220960199,"mCSEA"
"chr5",13944491,13945990,"mCSEA"
"chr8",118146418,118147534,"mCSEA"
"chr16",49407186,49407997,"mCSEA"
"chr17",37843264,37862113,"mCSEA"
"chr1",186264417,186265765,"mCSEA"
"chr19",51302454,51303514,"mCSEA"
"chr15",25445171,25448329,"mCSEA"
"chr15",25445171,25448329,"mCSEA"
"chr15",25445171,25448329,"mCSEA"
"chr7",83277941,83278594,"mCSEA"
"chr11",26593658,26594782,"mCSEA"
"chr3",24279519,24537469,"mCSEA"
"chr6",24489770,24489887,"mCSEA"
"chr14",101512826,101514051,"mCSEA"
"chr5",162864271,162865006,"mCSEA"
"chr5",143190384,143191771,"mCSEA"
"chr11",93465688,93467095,"mCSEA"
"chr11",75115376,75115402,"mCSEA"
"chr7",28319499,28319676,"mCSEA"
"chr14",101405693,101405842,"mCSEA"
"chr3",49057761,49059135,"mCSEA"
"chr2",136743411,136743698,"mCSEA"
"chr18",13824359,13826671,"mCSEA"
"chr19",49116423,49116870,"mCSEA"
"chr1",154973702,154986512,"mCSEA"
"chr9",140081916,140082466,"mCSEA"
"chr12",7071383,7072765,"mCSEA"
"chr3",50388132,50388910,"mCSEA"
"chr5",169350021,169409235,"mCSEA"
"chr17",32645748,32646156,"mCSEA"
"chr11",44785843,44927976,"mCSEA"
"chr7",150065170,150070692,"mCSEA"
"chr20",37076639,37077836,"mCSEA"
"chr14",58063727,58064926,"mCSEA"
"chr3",113897550,113899263,"mCSEA"
"chr14",101487756,101488391,"mCSEA"
"chr8",136245114,136246255,"mCSEA"
"chr19",4338769,4339217,"mCSEA"
"chr7",105603432,105603743,"mCSEA"
"chr17",38928324,38929662,"mCSEA"
"chr11",34641925,34654233,"mCSEA"
"chr11",59807164,59807830,"mCSEA"
"chr10",42970147,42970625,"mCSEA"
"chr13",92001959,92003418,"mCSEA"
"chr17",27048223,27049557,"mCSEA"
"chr9",116111377,116111618,"mCSEA"
"chr8",143999330,144000430,"mCSEA"
"chr17",77115473,77479966,"mCSEA"
"chr14",21623804,21625173,"mCSEA"
"chr12",23738340,24709862,"mCSEA"
"chr12",53208293,53208762,"mCSEA"
"chr5",68513082,68513350,"mCSEA"
"chr3",169754436,169798180,"mCSEA"
"chr16",55909166,55910494,"mCSEA"
"chr6",133137167,133137893,"mCSEA"
"chr20",1538353,1539702,"mCSEA"
"chr1",173835265,173836636,"mCSEA"
"chr2",119698352,119699789,"mCSEA"
"chr1",166124106,166124903,"mCSEA"
"chr7",34874018,34875234,"mCSEA"
"chr10",50341989,50343286,"mCSEA"
"chr7",34696454,34698015,"mCSEA"
"chr15",25320886,25322008,"mCSEA"
"chr15",25314390,25315383,"mCSEA"
"chr6",33168237,33169731,"mCSEA"
"chr1",46859671,46859791,"mCSEA"
"chr19",55042650,55042837,"mCSEA"
"chr1",158736112,158737820,"mCSEA"
"chr18",55713183,55924005,"mCSEA"
"chr1",158900088,158904784,"mCSEA"
"chr5",166710712,166711939,"mCSEA"
"chr17",27049557,27050360,"mCSEA"
"chr17",56231747,56232499,"mCSEA"
"chr7",99697172,99697496,"mCSEA"
"chr11",59480501,59482691,"mCSEA"
"chr2",103033799,103039542,"mCSEA"
"chr5",161111187,161112787,"mCSEA"
"chr6",32095943,32097507,"mCSEA"
"chr11",2422385,2423586,"mCSEA"
"chr11",2161314,2172043,"mCSEA"
"chr20",36148604,36157675,"mCSEA"
"chr1",57887655,58716377,"mCSEA"
"chr1",92949813,92953907,"mCSEA"
"chr3",9944183,9944537,"mCSEA"
"chr12",52399713,52400907,"mCSEA"
"chr1",203155938,203156764,"mCSEA"
"chr3",187451818,187464648,"mCSEA"
"chr4",23891596,23892621,"mCSEA"
"chr11",57414626,57417974,"mCSEA"
"chr12",108991991,108992265,"mCSEA"
"chr6",29894050,29894737,"mCSEA"
"chr14",94981685,94984530,"mCSEA"
"chr5",36066944,36067127,"mCSEA"
"chr3",12792283,12801112,"mCSEA"
"chr8",145013728,145050493,"mCSEA"
"chr12",40618284,40618960,"mCSEA"
"chr2",37545307,37545668,"mCSEA"
"chr2",233351525,233352936,"mCSEA"
"chr11",64703192,64703637,"mCSEA"
"chr1",40137636,40138052,"mCSEA"
"chr4",682834,683240,"mCSEA"
"chr6",29595299,29601705,"mCSEA"
"chr10",99331332,99331808,"mCSEA"
"chr5",95159365,95159639,"mCSEA"
"chr11",18230620,18230754,"mCSEA"
"chr14",24867164,24868164,"mCSEA"
"chr19",39687079,39687865,"mCSEA"
"chr6",10415801,10421069,"mCSEA"
"chr4",74734714,74734919,"mCSEA"
"chr1",231761688,231762459,"mCSEA"
"chr2",219823559,219826870,"mCSEA"
"chr12",130645566,130648987,"mCSEA"
"chr14",23305548,23305957,"mCSEA"
"chr22",21368291,21369010,"mCSEA"
"chr12",128750971,128751582,"mCSEA"
"chr7",27183133,27184737,"mCSEA"
"chr7",96643454,96644782,"mCSEA"
"chr3",52868999,52870543,"mCSEA"
"chr1",17865713,17906342,"mCSEA"
"chr11",27679469,27744816,"mCSEA"
"chr3",173114747,173303347,"mCSEA"
"chr14",57278710,57279669,"mCSEA"
"chr9",37034933,37035766,"mCSEA"
"chr6",31124978,31127178,"mCSEA"
"chr14",103524899,103524989,"mCSEA"
"chr2",95690169,95691500,"mCSEA"
"chr1",107682283,107683725,"mCSEA"
"chr6",33174613,33175225,"mCSEA"
"chr12",54409207,54425418,"mCSEA"
"chr6",32977254,32977708,"mCSEA"
"chr13",20718496,20736342,"mCSEA"
"chr17",38023993,38024636,"mCSEA"
"chr7",149471884,149473178,"mCSEA"
"chr7",138458720,138483314,"mCSEA"
"chr17",46630630,46651952,"mCSEA"
"chr6",2901712,2903704,"mCSEA"
"chr1",6663445,6664268,"mCSEA"
"chr12",54070114,54071672,"mCSEA"
"chr1",1181956,1183257,"mCSEA"
"chr20",37433803,37435716,"mCSEA"
"chr15",76005171,76006143,"mCSEA"
"chr5",75919188,75919481,"mCSEA"
"chr11",92702507,92702912,"mCSEA"
"chr14",42075406,42079246,"mCSEA"
"chr10",135160120,135160910,"mCSEA"
"chr7",50343131,50344724,"mCSEA"
"chr3",11610138,11763707,"mCSEA"
"chr19",10231566,10231711,"mCSEA"
"chr3",186856928,186857593,"mCSEA"
"chr1",246952118,246952889,"mCSEA"
"chr11",7506057,7506940,"mCSEA"
"chr6",134209935,134210946,"mCSEA"
"chr2",80530948,80531898,"mCSEA"
"chr18",13915573,13916355,"mCSEA"
"chr10",80827333,80961382,"mCSEA"
"chr9",100614879,100618041,"mCSEA"
"chr2",71126275,71127369,"mCSEA"
"chr21",47517484,47530767,"mCSEA"
"chr6",26240505,26240939,"mCSEA"
"chr8",109094880,109096151,"mCSEA"
"chr18",56296094,56296607,"mCSEA"
"chr1",3567646,3607425,"mCSEA"
"chr5",177422991,177423999,"mCSEA"
"chr1",156610966,156612436,"mCSEA"
"chr14",74208225,74254099,"mCSEA"
"chr5",43191975,43193681,"mCSEA"
"chr16",31482618,31484618,"mCSEA"
"chr5",140479025,140482926,"mCSEA"
"chr13",53313845,53314226,"mCSEA"
"chr21",28337857,28340304,"mCSEA"
"chr3",122296027,122334330,"mCSEA"
"chr1",145411967,145415659,"mCSEA"
"chr22",45596948,45597035,"mCSEA"
"chr5",150399781,150400180,"mCSEA"
"chr5",137071523,137072504,"mCSEA"
"chr16",30021696,30023780,"mCSEA"
"chr19",36024217,36024439,"mCSEA"
"chr17",50235279,50237844,"mCSEA"
"chr17",47073436,47075281,"mCSEA"
"chr20",43935222,43935551,"mCSEA"
"chr20",24449668,24452131,"mCSEA"
"chr10",119000083,119000927,"mCSEA"
"chr14",92788417,92790798,"mCSEA"
"chr13",29292888,29293801,"mCSEA"
"chr21",45705429,45710296,"mCSEA"
"chr12",26348093,26349469,"mCSEA"
"chr1",41119275,41132022,"mCSEA"
"chr4",5021203,5021328,"mCSEA"
"chr12",121078022,121088311,"mCSEA"
"chr17",46507549,46508097,"mCSEA"
"chr9",27528300,27529907,"mCSEA"
"chr2",50574196,51260003,"mCSEA"
"chr2",25390385,25391911,"mCSEA"
"chr12",5018229,5020202,"mCSEA"
"chr22",29875578,29876534,"mCSEA"
"chr10",116164640,116165190,"mCSEA"
"chr5",156886970,156887005,"mCSEA"
"chr8",22960385,22960619,"mCSEA"
"chr17",29717946,29718306,"mCSEA"
"chr5",77814551,77946110,"mCSEA"
"chr1",20877673,20880663,"mCSEA"
"chr12",81109337,81111012,"mCSEA"
"chr17",40438312,40441155,"mCSEA"
"chr16",28995271,28996470,"mCSEA"
"chr10",108923781,108924867,"mCSEA"
"chr12",54377457,54379609,"mCSEA"
"chr18",31020418,31021065,"mCSEA"
"chr12",116996931,116997535,"mCSEA"
"chr2",160761244,160761556,"mCSEA"
"chr15",45670068,45670875,"mCSEA"
"chr2",43863985,43865055,"mCSEA"
"chr20",3713002,3713584,"mCSEA"
"chr10",118429452,118429952,"mCSEA"
"chr11",35639276,35641255,"mCSEA"
"chr8",72273984,72274615,"mCSEA"
"chr18",21269772,21453131,"mCSEA"
"chr6",53530503,53530628,"mCSEA"
"chr10",5734571,5735135,"mCSEA"
"chr16",57405979,57406511,"mCSEA"
"chr5",155753616,155754265,"mCSEA"
"chr15",63889093,63889711,"mCSEA"
"chr7",19184427,19185267,"mCSEA"
"chr22",51111714,51112218,"mCSEA"
"chr11",88070780,88071458,"mCSEA"
"chr17",4545074,4545721,"mCSEA"
"chr13",36918614,36945555,"mCSEA"
"chr12",6308758,6309025,"mCSEA"
"chr11",843897,843956,"mCSEA"
"chr15",72667883,72668413,"mCSEA"
"chr11",85396000,85397684,"mCSEA"
"chr18",904523,905450,"mCSEA"
"chr15",41805868,41806588,"mCSEA"
"chr12",41085901,41087520,"mCSEA"
"chr4",57976171,57976944,"mCSEA"
"chr2",108602860,108603466,"mCSEA"
"chr3",119379220,119379792,"mCSEA"
"chr7",100198429,100200009,"mCSEA"
"chr22",19743029,19747140,"mCSEA"
"chr18",61616390,61616862,"mCSEA"
"chr2",45167549,45169681,"mCSEA"
"chr17",46676099,46683806,"mCSEA"
"chr11",118781150,118782879,"mCSEA"
"chr16",68117991,68119548,"mCSEA"
"chr16",10912478,10912718,"mCSEA"
"chr5",161494450,161495049,"mCSEA"
"chr3",154146536,154147955,"mCSEA"
"chr4",7878384,7940426,"mCSEA"
"chr7",98971852,98977840,"mCSEA"
"chr5",140206841,140209490,"mCSEA"
"chr2",24232603,24232974,"mCSEA"
"chr5",44388596,44389848,"mCSEA"
"chr11",35441198,35442225,"mCSEA"
"chr12",10251536,10251879,"mCSEA"
"chr5",140261653,140262304,"mCSEA"
"chr20",26188919,26190354,"mCSEA"
"chr15",90197924,90199179,"mCSEA"
"chr10",103874495,103881480,"mCSEA"
"chr14",75894136,75897841,"mCSEA"
"chr16",86599714,86602471,"mCSEA"
"chr19",51568330,51569106,"mCSEA"
"chr8",38386235,38387291,"mCSEA"
"chr6",43276570,43276781,"mCSEA"
"chr1",153581494,153586168,"mCSEA"
"chr9",124328327,124517757,"mCSEA"
"chr17",41984018,41985830,"mCSEA"
"chr8",134202353,134203435,"mCSEA"
"chr5",159797618,159797922,"mCSEA"
"chr8",144635309,144640755,"mCSEA"
"chr11",65816463,65816985,"mCSEA"
"chr10",46992448,46993586,"mCSEA"
"chr3",51989692,51990638,"mCSEA"
"chr4",2626239,2627246,"mCSEA"
"chr18",5542743,5544661,"mCSEA"
"chr10",71888428,71892768,"mCSEA"
"chr5",76934461,76935080,"mCSEA"
"chr17",62084205,62097953,"mCSEA"
"chr14",24809068,24809297,"mCSEA"
"chr8",72756058,72756932,"mCSEA"
"chr2",225266263,225266876,"mCSEA"
"chr4",74864239,74864725,"mCSEA"
"chr16",30907246,30907890,"mCSEA"
"chr10",7709639,7710179,"mCSEA"
"chr15",43808806,43810131,"mCSEA"
"chr13",20805094,20806813,"mCSEA"
"chr4",41614397,41614958,"mCSEA"
"chr15",37390176,37394840,"mCSEA"
"chr22",37545924,37546220,"mCSEA"
"chr3",52528714,52529393,"mCSEA"
"chr22",41956440,41957443,"mCSEA"
"chr6",31681882,31683131,"mCSEA"
"chr8",77593233,77598362,"mCSEA"
"chr17",72931569,72931857,"mCSEA"
"chr11",69633659,69634709,"mCSEA"
"chr12",50354840,50355821,"mCSEA"
"chr15",48937319,48938775,"mCSEA"
"chr1",32169274,32171050,"mCSEA"
"chr9",140171097,140172908,"mCSEA"
"chr3",29322357,29323182,"mCSEA"
"chr1",19992024,19992771,"mCSEA"
"chr19",41934170,41934313,"mCSEA"
"chr11",111169284,111171337,"mCSEA"
"chr1",38466544,38471629,"mCSEA"
"chr6",105404769,105405068,"mCSEA"
"chr17",1665119,1666607,"mCSEA"
"chr14",52733216,52735026,"mCSEA"
"chr2",27371628,27372132,"mCSEA"
"chr7",32110145,32111068,"mCSEA"
"chr10",99531164,99532410,"mCSEA"
"chr20",35168979,35171919,"mCSEA"
"chr3",79068441,79817278,"mCSEA"
"chr11",12698019,12783675,"mCSEA"
"chr4",145566200,145567731,"mCSEA"
"chr11",62783361,62783573,"mCSEA"
"chr9",136038690,136039706,"mCSEA"
"chr18",55018650,55020099,"mCSEA"
"chr6",32013974,32077103,"mCSEA"
"chr1",79085162,79086197,"mCSEA"
"chr16",68676741,68678010,"mCSEA"
"chr17",38333503,38336206,"mCSEA"
"chr12",57631687,57635954,"mCSEA"
"chr6",117086601,117087238,"mCSEA"
"chr18",11751343,11752215,"mCSEA"
"chr13",113776252,113777160,"mCSEA"
"chr4",81105167,81120670,"mCSEA"
"chr12",54653065,54674462,"mCSEA"
"chr4",46995474,46996264,"mCSEA"
"chr4",57522493,57523055,"mCSEA"
"chr16",66400320,66402367,"mCSEA"
"chr17",18010740,18012134,"mCSEA"
"chr6",100053161,100055039,"mCSEA"
"chr11",119292737,119294705,"mCSEA"
"chr21",18983396,18985761,"mCSEA"
"chr8",56013556,56015785,"mCSEA"
"chr3",172165517,172167527,"mCSEA"
"chr3",138663230,138666318,"mCSEA"
"chr6",36209753,36259166,"mCSEA"
"chr1",55012989,55013709,"mCSEA"
"chr10",23479993,23481786,"mCSEA"
"chr11",67407029,67408159,"mCSEA"
"chr7",130131085,130132453,"mCSEA"
"chr2",242801896,242802192,"mCSEA"
"chr11",66103889,66105148,"mCSEA"
"chr8",87081770,87082065,"mCSEA"
"chr9",98784231,98785110,"mCSEA"
"chr6",33561181,33561266,"mCSEA"
"chr1",38412519,38414057,"mCSEA"
"chr8",85094437,85097429,"mCSEA"
"chr19",9473565,9474128,"mCSEA"
"chr6",159070656,159075773,"mCSEA"
"chr19",46996347,46999840,"mCSEA"
"chr1",159891638,159895664,"mCSEA"
"chr8",117950244,117950504,"mCSEA"
"chr2",154333914,154336401,"mCSEA"
"chr22",50737978,50747369,"mCSEA"
"chr11",60718568,60720229,"mCSEA"
"chr6",49518079,49519250,"mCSEA"
"chr3",50604763,50605269,"mCSEA"
"chr19",4153419,4153713,"mCSEA"
"chr18",13217421,13611824,"mCSEA"
"chr17",5019056,5026393,"mCSEA"
"chr11",111169284,111171337,"mCSEA"
"chr2",177014626,177016619,"mCSEA"
"chr10",91237047,91295855,"mCSEA"
"chr3",192958726,192959372,"mCSEA"
"chr6",31124978,31127379,"mCSEA"
"chr2",139538356,139539181,"mCSEA"
"chr2",98962444,98986375,"mCSEA"
"chr2",85811292,85811471,"mCSEA"
"chr5",100238655,100239319,"mCSEA"
"chr3",164908619,164915196,"mCSEA"
"chr2",228579338,228582820,"mCSEA"
"chr4",121991345,121994123,"mCSEA"
"chr11",20181725,20183057,"mCSEA"
"chr11",64980819,64981596,"mCSEA"
"chr1",150779776,150782303,"mCSEA"
"chr20",42815882,42817380,"mCSEA"
"chr1",33800173,33814006,"mCSEA"
"chr4",155663689,155665249,"mCSEA"
"chr22",42828386,42828516,"mCSEA"
"chr10",118897836,118899291,"mCSEA"
"chr1",20813064,20813666,"mCSEA"
"chr16",23724428,23724901,"mCSEA"
"chr3",114074297,114867123,"mCSEA"
"chr5",63256285,63257941,"mCSEA"
"chr10",125425583,125426048,"mCSEA"
"chr5",138211043,138211184,"mCSEA"
"chr2",45237232,45237929,"mCSEA"
"chr20",62687969,62697566,"mCSEA"
"chr17",33759484,33760527,"mCSEA"
"chr18",12306837,12307649,"mCSEA"
"chr8",116661063,116681744,"mCSEA"
"chr16",331727,333155,"mCSEA"
"chr20",326934,328035,"mCSEA"
"chr12",3807404,3862810,"mCSEA"
"chr4",76555547,76556389,"mCSEA"
"chr13",84452994,84457340,"mCSEA"
"chr12",16757954,16761406,"mCSEA"
"chr9",124029872,124061960,"mCSEA"
"chr8",42053994,42066228,"mCSEA"
"chr1",27113219,27115564,"mCSEA"
"chr4",41258374,41258935,"mCSEA"
"chr1",13909522,13930786,"mCSEA"
"chr10",11047271,11207437,"mCSEA"
"chr6",127839822,127840704,"mCSEA"
"chr6",123317124,123317875,"mCSEA"
"chr21",22369485,22370758,"mCSEA"
"chr2",198540518,198540621,"mCSEA"
"chr2",71205159,71205891,"mCSEA"
"chr14",104550915,104552034,"mCSEA"
"chr1",32707389,32708485,"mCSEA"
"chr10",5406423,5407119,"mCSEA"
"chr16",10970801,10971191,"mCSEA"
"chr4",104640489,104641548,"mCSEA"
"chr11",65639869,65640939,"mCSEA"
"chr1",53527412,53527576,"mCSEA"
"chr7",150037890,150039406,"mCSEA"
"chr16",67197084,67197640,"mCSEA"
"chr4",147559423,147560286,"mCSEA"
"chr1",31845904,31846873,"mCSEA"
"chr3",158450072,158450833,"mCSEA"
"chr2",238322274,238322972,"mCSEA"
"chr11",118475984,118481350,"mCSEA"
"chr5",174870895,174871399,"mCSEA"
"chr5",140501321,140501812,"mCSEA"
"chr12",54409207,54421335,"mCSEA"
"chr3",131676669,131754675,"mCSEA"
"chr5",158526614,158528040,"mCSEA"
"chr11",62456939,62457345,"mCSEA"
"chr3",128719999,128720884,"mCSEA"
"chr13",97873877,97928270,"mCSEA"
"chr4",46391259,46392657,"mCSEA"
"chr4",174450016,174452835,"mCSEA"
"chr11",843897,846055,"mCSEA"
"chr10",82115447,82117257,"mCSEA"
"chr10",82115447,82117257,"mCSEA"
"chr20",43743736,43743967,"mCSEA"
"chr7",19157339,19158747,"mCSEA"
"chr10",5566543,5568004,"mCSEA"
"chr3",40350768,40350888,"mCSEA"
"chr5",140180921,140182956,"mCSEA"
"chr5",127873283,127875163,"mCSEA"
"chr1",40105304,40105764,"mCSEA"
"chr5",134870506,134872659,"mCSEA"
"chr10",99472988,99475406,"mCSEA"
"chr17",7348316,7348490,"mCSEA"
"chr7",90895894,90896701,"mCSEA"
"chr6",134496221,134639355,"mCSEA"
"chr17",38170632,38171697,"mCSEA"
"chr5",140344745,140346921,"mCSEA"
"chr19",16998493,16999953,"mCSEA"
"chr22",17680477,17681464,"mCSEA"
"chr2",3642211,3649407,"mCSEA"
"chr2",128419650,128440053,"mCSEA"
"chr2",88751621,88752836,"mCSEA"
"chr1",1566351,1567257,"mCSEA"
"chr19",11688711,11689880,"mCSEA"
"chr2",223916502,223916952,"mCSEA"
"chr7",1022643,1022970,"mCSEA"
"chr1",99470129,99470801,"mCSEA"
"chr5",134914642,134915088,"mCSEA"
"chr11",70507825,70508659,"mCSEA"
"chr2",219744597,219745748,"mCSEA"
"chr3",49314155,49314814,"mCSEA"
"chr16",66612955,66613355,"mCSEA"
"chr8",39171620,39172111,"mCSEA"
"chr17",79881066,79886956,"mCSEA"
"chr1",160084263,160085581,"mCSEA"
"chr1",20511095,20515978,"mCSEA"
"chr11",73356353,73359987,"mCSEA"
"chr11",76377572,76382149,"mCSEA"
"chr8",53851156,53853444,"mCSEA"
"chr4",88432025,88451496,"mCSEA"
"chr3",140769610,140771786,"mCSEA"
"chr2",119915368,119916686,"mCSEA"
"chr2",12856040,12858655,"mCSEA"
"chr3",187009486,187011187,"mCSEA"
"chr4",15704393,15704844,"mCSEA"
"chr12",14720726,14721288,"mCSEA"
"chr6",50784944,50786670,"mCSEA"
"chr4",94748617,94751126,"mCSEA"
"chr2",177013630,177014996,"mCSEA"
"chr6",26271716,26273556,"mCSEA"
"chr6",55443757,55444335,"mCSEA"
"chr19",3480508,3481985,"mCSEA"
"chr7",151106990,151108340,"mCSEA"
"chr1",3566744,3567930,"mCSEA"
"chr11",796069,796607,"mCSEA"
"chr11",61062837,61063144,"mCSEA"
"chr16",3067500,3068529,"mCSEA"
"chr8",73448762,73450762,"mCSEA"
"chr10",30723892,30726531,"mCSEA"
"chr8",101118377,101118548,"mCSEA"
"chr12",95941571,95945767,"mCSEA"
"chr13",51417469,51418092,"mCSEA"
"chr4",110223252,110224951,"mCSEA"
"chr11",6518322,6518907,"mCSEA"
"chr6",101846650,101847058,"mCSEA"
"chr3",134369828,134370662,"mCSEA"
"chr11",57194120,57194562,"mCSEA"
"chr16",62068673,62070365,"mCSEA"
"chr5",140739501,140742017,"mCSEA"
"chr4",140201262,140201652,"mCSEA"
"chr10",119304583,119305335,"mCSEA"
"chr20",2781122,2782078,"mCSEA"
"chr5",153857285,153859049,"mCSEA"
"chr1",153538406,153539404,"mCSEA"
"chr10",124894076,124895886,"mCSEA"
"chr7",107300939,107301566,"mCSEA"
"chr6",78172192,78174065,"mCSEA"
"chr10",77542302,77542488,"mCSEA"
"chr1",34631324,34643106,"mCSEA"
"chr11",101454317,101454823,"mCSEA"
"chr16",56672184,56672671,"mCSEA"
"chr6",31681642,31683131,"mCSEA"
"chr8",26721736,26723584,"mCSEA"
"chr1",151689032,151689985,"mCSEA"
"chr11",47276469,47279586,"mCSEA"
"chr1",111214851,111218287,"mCSEA"
"chr2",74740238,74742309,"mCSEA"
"chr4",55093834,55098483,"mCSEA"
"chr6",34203153,34206683,"mCSEA"
"chr2",219646316,219646831,"mCSEA"
"chr22",21386494,21387058,"mCSEA"
"chr5",148785408,148786377,"mCSEA"
"chr7",15725652,15727598,"mCSEA"
"chr5",145717140,145718669,"mCSEA"
"chr3",58522689,58523373,"mCSEA"
"chr5",149886185,149900791,"mCSEA"
"chr22",31535981,31537064,"mCSEA"
"chr11",117732291,117748486,"mCSEA"
"chr4",121843717,121844401,"mCSEA"
"chr10",102890038,102891280,"mCSEA"
"chr3",44596360,44597491,"mCSEA"
"chr7",93188125,93205284,"mCSEA"
"chr11",66082889,66085958,"mCSEA"
"chr4",8271236,8271507,"mCSEA"
"chr16",67184562,67185429,"mCSEA"
"chr20",21378045,21378560,"mCSEA"
"chr12",114840854,114847641,"mCSEA"
"chr7",120628113,120629638,"mCSEA"
"chr15",67356942,67458665,"mCSEA"
"chr10",50816917,50820604,"mCSEA"
"chr4",122685352,122686667,"mCSEA"
"chr8",145728138,145729537,"mCSEA"
"chr7",158381023,158381884,"mCSEA"
"chr19",46317840,46319398,"mCSEA"
"chr5",75377860,75381070,"mCSEA"
"chr3",46448134,46449313,"mCSEA"
"chr2",183730940,183732607,"mCSEA"
"chr1",27881600,27931284,"mCSEA"
"chr18",43303777,43306919,"mCSEA"
"chr22",18042550,18043745,"mCSEA"
"chr20",62183964,62185430,"mCSEA"
"chr6",146348890,146350618,"mCSEA"
"chr20",43729410,43730241,"mCSEA"
"chr12",52994933,52996658,"mCSEA"
"chr10",119300942,119302318,"mCSEA"
"chr8",55370192,55370951,"mCSEA"
"chr2",220298547,220299900,"mCSEA"
"chr15",32933661,32934836,"mCSEA"
"chr13",50070482,50074189,"mCSEA"
"chr17",41738893,41740208,"mCSEA"
"chr15",73659861,73662258,"mCSEA"
"chr3",133464713,133465180,"mCSEA"
"chr4",151501739,151505084,"mCSEA"
"chr5",140753076,140753848,"mCSEA"
"chr8",41166169,41168481,"mCSEA"
"chr21",42792609,42799141,"mCSEA"
"chr19",3603453,3608327,"mCSEA"
"chr2",73299145,73299297,"mCSEA"
"chr13",43148214,43149281,"mCSEA"
"chr10",28034247,28036151,"mCSEA"
"chr11",66034681,66036138,"mCSEA"
"chr3",32858280,32860178,"mCSEA"
"chr8",68424742,68659103,"mCSEA"
"chr22",50985117,50987527,"mCSEA"
"chr2",42274082,42274619,"mCSEA"
"chr1",45792540,45793300,"mCSEA"
"chr1",165414189,165414611,"mCSEA"
"chr2",192711243,192712530,"mCSEA"
"chr20",61583686,61584159,"mCSEA"
"chr5",115297488,115298920,"mCSEA"
"chr16",69140794,69141478,"mCSEA"
"chr16",57657514,57680131,"mCSEA"
"chr10",100995305,100997023,"mCSEA"
"chr1",153508511,153509323,"mCSEA"
"chr17",53799452,53810494,"mCSEA"
"chr14",22004993,22005368,"mCSEA"
"chr8",56805707,56852290,"mCSEA"
"chr15",53081248,53083587,"mCSEA"
"chr12",6658164,6665447,"mCSEA"
"chr12",102872603,102874972,"mCSEA"
"chr4",47840011,47841314,"mCSEA"
"chr5",78365647,78366076,"mCSEA"
"chr2",235401950,235406540,"mCSEA"
"chr1",20396560,20397074,"mCSEA"
"chr10",101291272,101293172,"mCSEA"
"chr15",76627666,76629110,"mCSEA"
"chr8",99955563,99961122,"mCSEA"
"chr9",91605893,91614156,"mCSEA"
"chr6",26188969,26189597,"mCSEA"
"chr5",176559334,176561865,"mCSEA"
"chr1",53067637,53068197,"mCSEA"
"chr2",124782117,124783254,"mCSEA"
"chr11",94134235,94135029,"mCSEA"
"chr13",58204365,58209133,"mCSEA"
"chr16",55512806,55514470,"mCSEA"
"chr6",30043037,30044259,"mCSEA"
"chr11",111384048,111385659,"mCSEA"
"chr12",7167584,7168545,"mCSEA"
"chr20",43935222,43938184,"mCSEA"
"chr5",140796240,140799572,"mCSEA"
"chr3",50376475,50378664,"mCSEA"
"chr3",42803396,42814948,"mCSEA"
"chr11",111383083,111384223,"mCSEA"
"chr6",28226905,28227482,"mCSEA"
"chr5",161273853,161277234,"mCSEA"
"chr5",140792511,140794359,"mCSEA"
"chr11",19736150,19737237,"mCSEA"
"chr16",1030383,1031653,"mCSEA"
"chr15",74637558,74660110,"mCSEA"
"chr1",25256369,25291540,"mCSEA"
"chr6",27106988,27107393,"mCSEA"
"chr2",176993017,176995556,"mCSEA"
"chr1",110210265,110210684,"mCSEA"
"chr2",74601685,74607697,"mCSEA"
"chr1",18956762,18958084,"mCSEA"
"chr1",116381014,116383634,"mCSEA"
